conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c,системи штучного освітлення,released,knowledge,sector-specific,,"Типи штучного освітлення та їхнє енергоспоживання. Високочастотне флуоресцентне освітлення, світлодіодне освітлення, природне денне світло і запрограмовані системи керування дають змогу ефективно використовувати енергію.
	",http://data.europa.eu/esco/isced-f/0713,електроенергія та енергія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82b14cde-76e7-4d4b-b564-c45c014f3ce4,правила вивезення відходів,released,knowledge,sector-specific,,"Нормативно-правові акти та правові угоди, що регулюють здійснення діяльності з вивезення відходів.
	",http://data.europa.eu/esco/isced-f/1021,громадська санітарія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82ea1455-ff29-43c8-8074-685fa2653144,вести облік збору відходів,released,skill/competence,sector-specific,,"Вести облік маршрутів збору відходів, графіків, а також типів та обсягів зібраних відходів.
	",http://data.europa.eu/esco/skill/7837ef5c-2c81-4a89-8227-b4d4f1f7331e | http://data.europa.eu/esco/skill/06fdd94c-292d-49e3-9c78-bbcbc2088232,вести професійні записи | ведення оперативного обліку
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,ощадливе виробництво,released,knowledge,cross-sector,,"Ощадливе виробництво — це методологія, спрямована на мінімізацію відходів у виробничих системах за одночасного підвищення продуктивності.
	",http://data.europa.eu/esco/isced-f/0413,управління й адміністрування
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8318ca1f-117e-4a21-a07a-5d7515a21035,проводити тренінги зі сталого розвитку та менеджменту туризму,released,skill/competence,sector-specific,,"Проводити навчання та підвищення кваліфікації для персоналу, що працює в індустрії туризму, щоб інформувати їх про найкращі практики розвитку та управління туристичними напрямками та послугами, гарантують при цьому мінімальний вплив на навколишнє середовище і місцеві громади та дбають про заповідні території, види фауни та флори.
	",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,навчання оперативним процедурам | проводити навчання з питань екології
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,енергоефективність,released,knowledge,sector-specific,,"Галузь інформації, що стосується скорочення використання енергії. Вона охоплює розрахунок споживання енергії, надання сертифікатів і заходів підтримки, економію енергії шляхом зниження попиту, стимулювання ефективного використання викопного палива та заохочення використання відновлюваних джерел енергії.
	",http://data.europa.eu/esco/isced-f/0713,електроенергія та енергія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8570573a-937b-406a-b4b2-1def0387d0d1,обслуговувати електростанції концентрованої сонячної енергії,released,skill/competence,sector-specific,,"Виконувати поточне технічне обслуговування і ремонт систем, в яких використовуються відбиваючі матеріали, зокрема лінзи та дзеркала, а також системи відстеження для концентрації сонячних променів в енергетичний пучок, який живить електростанцію за рахунок генерації тепла.
	",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"технічне обслуговування електричного, електронного й прецизійного обладнання"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85947873-e99a-4b08-a4e3-743942710fea,керувати рибальськими проєктами,released,skill/competence,sector-specific,,"Консультуватися з підрядниками як з державного, так і з приватного секторів у рибогосподарських проєктах, зокрема з питань відновлення рибних запасів. Перевіряти запропоновані плани та надавати експертну оцінку. Готувати заявки на отримання грантів у рамках рибогосподарських програм. Надавати технічну допомогу громадським рибогосподарським проєктам. Вивчати вплив екологічних змін на водойми. Розглядати скарги від громадськості. Готувати приписи для виявлення проблем у рибальстві та рекомендувати рішення.
	",http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca | http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,"керівництво, нагляд і координація проєктів | здійснювати управління проєктами"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85f73cdf-fb6f-434d-8fff-fcd723834a90,відновлювати довкілля,released,skill/competence,sector-specific,,"Здійснювати діяльність, що забезпечує усунення джерел забруднення та забруднення навколишнього природного середовища, відповідно до нормативів відновлення довкілля.
	",http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,впроваджувати способи зменшення забруднення | забезпечувати дотримання законодавства про охорону довкілля | дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8604cb5f-9e1f-427c-ba23-3c4a6853fe95,проєктувати колекторні системи для вітроустановок,released,skill/competence,sector-specific,,"Проєктувати системи, які з’єднують між собою окремі вітрові турбіни на вітровій електростанції та збирають енергію та передають її на підстанцію, що дозволить передавати вироблену електроенергію, гарантуючи безпечне з’єднання турбін між собою та підстанцією в ефективний спосіб.
	",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"проєктування промислових матеріалів, систем або виробів"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8614b988-b907-473e-a701-47b525959dc8,консультувати з питань енергоефективності систем опалення,released,skill/competence,cross-sector,,"Надавати інформацію та консультації клієнтам щодо того, як зберегти енергоефективну систему опалення вдома чи в офісі, та можливі альтернативи.
	",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b | http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,консультувати інших | консультувати щодо підвищення ефективності | консультування щодо продуктів і послуг
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/862920c8-f2d0-4058-8fb8-9f06fbfc2446,розробляти програми переробки відходів,released,skill/competence,sector-specific,,"Розробляти та координувати програми з переробки відходів; збирати та переробляти матеріали, придатні для вторинної переробки, щоб зменшити кількість відходів.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,розроблення операційної політики й процедур
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86df7af2-f9f3-4c06-a500-7f1fba9e78fe,дотримуватися процедур охорони здоров’я та безпеки під час будівництва,released,skill/competence,cross-sector,,"Застосовувати відповідні процедури охорони здоров’я та безпеки під час будівництва, щоб запобігти нещасним випадкам, забрудненню та іншим ризикам.
	",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,дотримання правил безпеки та гігієни
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63,зелені облігації,released,knowledge,sector-specific,,"Фінансові інструменти, що обертаються на фінансових ринках і спрямовані на залучення капіталів у проєкти з конкретними екологічними вигодами.
	",http://data.europa.eu/esco/isced-f/0412,"фінанси, банківська справа й страхування"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/885808f7-f42b-406e-95f2-28efcd45ddda,здійснювати управління енергією на об’єктах,released,skill/competence,cross-sector,,"Сприяти розробці ефективних стратегій управління енергією та переконатися, що вони є сталими для будівель. Оглядати будівлі та споруди, щоб визначити, де можна покращити енергоефективність.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,впроваджувати способи зменшення негативних наслідків споживання | проєктування споруд або об’єктів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88de7361-2054-4402-8e1a-a6feb61d8ba9,проводити екологічні дослідження в аеропорту,released,skill/competence,sector-specific,,"Готувати та проводити екологічні дослідження, моделювання якості повітря та дослідження з планування землекористування.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,проведення академічних або маркетингових досліджень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89a94a26-29d4-4cd7-9e9d-faebc300c1b1,проводити заходи з боротьби з ерозією,released,skill/competence,sector-specific,,"Керувати процесами та проєктами боротьби з ерозією. Планувати заходи боротьби з ерозією, щоб контролювати її виникнення або запобігати йому та уникати забруднення води або втрати ґрунту.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89f5fa96-ae45-4906-902c-d50ca51009c6,визначати нові можливості для переробки відходів,released,skill/competence,cross-sector,,"Досліджувати ідеї та виявляти можливості покращити збір, обробку та переробку відходів.
	",http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d | http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,економіка замкненого циклу | проявляти підприємницький хист | визначення можливостей
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171,сприяти підвищенню екологічної обізнаності,released,skill/competence,cross-sector,,"Сприяти сталому розвитку та підвищувати обізнаність про вплив людини та промислової діяльності на навколишнє середовище на основі вуглецевих слідів бізнес-процесів та інших методів.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,впроваджувати способи зменшення негативних наслідків споживання | консультування з екологічних питань
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8b46636e-e201-4086-a8d5-049b65eaf40e,консультувати щодо використання землі,released,skill/competence,cross-sector,,"Рекомендувати оптимальні способи використання землі та ресурсів. Консультувати щодо розміщення доріг, шкіл, парків тощо.
	",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/414332e4-8347-4771-b947-65bd3801a620 | http://data.europa.eu/esco/skill/b036eb5c-6a48-45b9-b2c6-f42f9e336204,консультувати інших | використовувати методи консультування | консультування з ділових або операційних питань
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6,виконувати процедури очищення води,released,skill/competence,sector-specific,,"Виконувати такі операції, як-от фільтрація, стерилізація та дехлорування, щоб очистити воду для споживання та виробництва харчових продуктів за допомогою різних процедур і технологій, зокрема мікрофільтрації, зворотного осмосу, озонування, фільтрації вуглецем або ультрафіолетовим (УФ) випромінюванням.
	",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"експлуатація систем або обладнання для перероблення нафти, хімічних речовин або води"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,геологія,released,knowledge,cross-sector,,"Земна кора, типи гірських порід, структури та процеси, унаслідок яких вони змінюються.
	",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,наука про Землю | науки про Землю
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,аеропоніка,released,knowledge,sector-specific,,"Вирощування рослин без використання заповнювачів, наприклад ґрунту. Коріння рослин безпосередньо піддаються впливу навколишнього повітря або туману та зрошуються поживними розчинами.
	",http://data.europa.eu/esco/isced-f/0812,садівництво
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c609e7c-5002-41a7-b629-0b98f132afb0,правові положення щодо скидання сировини в море,released,knowledge,occupation-specific,,"Екологічні норми щодо скидання сировини в море, зокрема застосування хімічної дезінфекції та дехлорування для створення чистих і безпечних стоків, придатних для скидання в море.
	",http://data.europa.eu/esco/isced-f/0712,технологія захисту довкілля
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,стежити за територією,released,skill/competence,occupation-specific,,"Контролювати територію під час спеціальних заходів, щоб забезпечити захист системи, повідомляти про стан території та втрату води або рослин через несправність системи.
	",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,моніторинг стану довкілля
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ca08a35-2d2e-46f5-b440-8fc8ce736287,застосовувати точне землеробство,released,skill/competence,sector-specific,,"Використовувати сучасні технології та обладнання з високоточними системами позиціонування, геокартування та / або автоматизованими системами керування для ведення сільськогосподарської діяльності.
	",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,експлуатація сільськогосподарського або лісозаготівельного обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ddd7e74-d187-48a1-9009-ff06b268f6cc,обробляти пусту породу,released,skill/competence,occupation-specific,,"Обробляти відходи, зібрані під час проведення розробок.
	",http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,утилізація безпечних відходів або сміття | утилізувати відходи
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,зберігати ліси,released,skill/competence,sector-specific,,"Намагатися зберегти та відновити лісові структури, біорізноманіття та екологічні функції.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,інформувати про екологічні наслідки гірничої діяльності,released,skill/competence,sector-specific,,"Готувати промови, лекції, консультації для зацікавлених сторін та громадські слухання з екологічних питань, пов’язаних з видобутком корисних копалин.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303,консультування з екологічних питань | оцінювати вплив на навколишнє середовище
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e01e994-0e09-4fbb-a76b-7f615678cc7d,обслуговувати біогазову установку,released,skill/competence,occupation-specific,,"Виконувати планове технічне обслуговування та ремонт обладнання, яке обробляє енергетичні культури та відходи з ферм, — установок для анаеробного зброджування. Перевіряти, щоб обладнання працювало правильно під час перетворення біомаси в біогаз, який використовується для виробництва тепла та електроенергії.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,установлення дерев’яних і металевих компонентів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f585def-6ade-41b3-b897-3d71fba4151d,альтернативні джерела енергії,released,knowledge,cross-sector,,"Джерела енергії, які не походять від викопних видів палива і мають низький рівень парникових викидів.
	",http://data.europa.eu/esco/skill/1e38f5be-bb7d-42c5-8301-c16cf400f8ee | http://data.europa.eu/esco/isced-f/0713,відновлювана енергетика | електроенергія та енергія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f98653a-4aee-4619-91c7-0cdc2f8e225a,реалізувати плани утилізації органічних побічних продуктів,released,skill/competence,occupation-specific,,"Реалізувати плани утилізації органічних побічних продуктів. Переконатися, що плани щодо використання органічних побічних продуктів відповідають відповідному законодавству, кодексам практики та політиці вирощування культур. Переконатися, що існують системи для захисту людей і тварин від небезпеки роботи з органічними побічними продуктами, як-от шламові гази. Контролювати використання органічних побічних продуктів і вживати відповідні заходи у разі виявлення проблем.
	",http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,упровадження нових процедур або процесів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/901297b8-9f66-431b-a6ab-bc2235acf056,збирати несправні прилади,released,skill/competence,occupation-specific,,"Забирати або отримувати від домогосподарств, організацій або приймальних пунктів вироби, які більше не функціонують і не підлягають ремонту, щоб їх можна було відсортувати для утилізації або переробки.
	",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,сортування матеріалів або продукції
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90d04cf8-dcc1-45cf-93e1-a2eba80aed6f,архітектура гібридних транспортних засобів,released,knowledge,sector-specific,,"Номенклатура, класифікація та архітектура гібридних автомобілів, включно з питаннями ефективності. Плюси та мінуси послідовного, паралельного та послідовно-паралельного рішень.
	",http://data.europa.eu/esco/isced-f/0714,електроніка й автоматизація
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9263f0d8-7266-4782-b0ee-38f62656e97e,просувати сталий дизайн інтер’єру,released,skill/competence,cross-sector,,"Розробити екологічно чистий дизайн інтер’єру та сприяти використанню економічно ефективних і відновлюваних матеріалів.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,впроваджувати способи зменшення негативних наслідків споживання | сприяти сталому розвитку | проєктування споруд або об’єктів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/92e4064a-a93c-4e22-a63b-8da91757b90c,виявляти проблемні місця,released,skill/competence,cross-sector,,"Виявляти проблемні місця в ланцюгу постачання.
	",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,моніторинг операційної діяльності
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9349f502-9c11-476c-957d-2e016790a2ee,координувати процедури поводження з відходами,released,skill/competence,sector-specific,,"Координувати діяльність підприємства або організації, яка займається поводженням з відходами, зокрема збиранням, сортуванням, переробкою та утилізацією відходів, з метою забезпечення оптимальної ефективності роботи, вдосконалення методів скорочення відходів та дотримання законодавства.
	",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94 | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,очолювати інших людей | керівництво операційною діяльністю | утилізувати відходи
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/942edf03-a450-4261-b65c-9b447fdddc51,налаштовувати генератори,released,skill/competence,cross-sector,,"Установлювати та експлуатувати генератори  як джерела живлення відповідно до правил та специфікацій.
	",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"установлення й ремонт електричного, електронного та прецизійного обладнання"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9438b0dc-062a-4893-b176-959706e4ae1e,використовувати екологічно чисті матеріали,released,skill/competence,cross-sector,,"Використовувати екологічно чисті матеріали, зокрема системи оздоблювальних матеріалів на водній основі або клеї без формальдегіду.
	",http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/2aaad52d-599e-4e77-a681-bbc236825821 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,впроваджувати способи зменшення негативних наслідків споживання | оцінювати вплив власної поведінки на навколишнє середовище | дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/94747ff4-603d-47d4-9780-bf53be41e190,перевіряти промислове обладнання,released,skill/competence,cross-sector,,"Перевіряти обладнання, яке використовується під час промислової діяльності, наприклад виробниче або будівельне обладнання, з метою забезпечення відповідності цього обладнання нормам законодавства про охорону праці й техніку безпеки, а також нормам природоохоронного законодавства.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,установлення дерев’яних і металевих компонентів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/956487a3-5b0b-4d03-8d0e-01e71fb65482,соціальні зв’язки,released,knowledge,sector-specific,,"Набір фінансових інструментів, спрямованих на залучення капіталу для проєктів із позитивними соціальними результатами, і які забезпечують повернення інвестицій після досягнення конкретних цілей соціальної політики. Соціальні облігації зазвичай використовують для фінансування проєктів у таких галузях, як доступна інфраструктура, доступ до основних послуг, програми зайнятості, продовольча безпека та сталі продовольчі системи.
	",http://data.europa.eu/esco/isced-f/0412,"фінанси, банківська справа й страхування"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9582094d-e08c-4df2-a6f1-7c321724f273,природні харчові ресурси,released,knowledge,occupation-specific,,"Розміщення, властивості та приготування безпечних харчових та питних натуральних продуктів, як-от фрукти, рослини, м’ясо та питна чи зворотна вода.
	",http://data.europa.eu/esco/isced-f/0721,переробка харчових продуктів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/95bff246-c3ce-4181-a11b-e4363453c2f8,стандарти екологічного управління,released,knowledge,cross-sector,,"Вимоги до організації впровадити систему екологічного управління для покращення її екологічних показників, наприклад, ISO 14001.
	",http://data.europa.eu/esco/isced-f/0712,технологія захисту довкілля
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96835f47-da71-415b-8cbf-d37386dc98d4,проводити екологічні дослідження,released,skill/competence,cross-sector,,"Проводити опитування з метою збору інформації для аналізу та управління екологічними ризиками в організації або в ширшому контексті.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,проведення академічних або маркетингових досліджень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96d549bb-3e62-4c45-92a7-f114df089581,аналізувати стратегії ланцюга постачання,released,skill/competence,cross-sector,,"Досліджувати деталі планування виробництва організації, очікувані одиниці продукції, якість, кількість, вартість, наявний час і потреби в робочій силі. Надавати пропозиції щодо покращення продукції, якості послуг та зменшення витрат.
	",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,критично мислити | проявляти підприємницький хист | аналіз господарських операцій
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96d901a6-c931-4e8d-b685-a47e1deaaa1b,визначати енергетичні потреби,released,skill/competence,sector-specific,,"Визначати тип і обсяг енергопостачання, необхідного в будівлі або на об’єкті, щоб забезпечити найбільш вигідні, стійкі та економічно ефективні енергетичні послуги для споживача.
	",http://data.europa.eu/esco/skill/b917784a-d7c9-437c-be6e-0de41067fa62,оцінювання потреб у ресурсах
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97725325-5287-4ebb-9f83-1ba2c38f465c,виробляти сталі продукти,released,skill/competence,cross-sector,,"Виготовляти товари у сталий спосіб протягом усього життєвого циклу, що передбачає сприяння соціальній відповідальності, зберігання ресурсів та мінімізацію негативних наслідків для навколишнього середовища.
	",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,дотримання законів і стандартів охорони навколишнього середовища
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97902800-f9e0-4a73-8826-6cc42f874a18,зелена логістика,released,knowledge,cross-sector,,"Підходи і заходи, спрямовані на мінімізацію впливу логістичної діяльності на навколишнє середовище.
	",http://data.europa.eu/esco/isced-f/0413 | http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,управління й адміністрування | логістика
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97b473ae-8535-498d-9999-cc77549c5e50,визначати відповідне джерело для теплових насосів,released,skill/competence,sector-specific,,"Визначати доступні джерела тепла та енергії, вибираючи серед різних типів доступних джерел тепла, враховуючи вплив температури джерела на енергоефективність.
	",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,розроблення цілей і стратегій
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/982ccb23-102c-4d7a-a899-4df50a032def,установлювати електростанції концентрованої сонячної енергії,released,skill/competence,occupation-specific,,"Установлювати системи, в яких використовуються відбиваючі матеріали, як-от лінзи та дзеркала, а також системи відстеження для концентрації сонячного світла в пучок, який живить електростанцію за рахунок генерації тепла.
	",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"установлення обладнання для опалення, вентиляції та кондиціонування повітря"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/988f696e-01c9-4aa5-b024-4aa96505ee0c,експлуатувати водонагрівальне обладнання,released,skill/competence,sector-specific,,"Експлуатувати водонагрівальне обладнання, зокрема електричне обладнання, теплообмінники, теплові насоси та сонячні обігрівачі.
	",http://data.europa.eu/esco/skill/8bf9699c-f964-4e4b-ac3d-55aface09cbc,експлуатація обладнання для виробництва або розподілу енергії
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9920e559-e66c-44a8-b853-bf5c66f123fe,контролювати функціонування систем біофільтрів,released,skill/competence,occupation-specific,,"Контролювати функціонування систем біофільтрів, які використовуються для контролю рівня забруднення води та повітря.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,установлення дерев’яних і металевих компонентів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/995f7d9c-45c9-4622-b704-739982ff9070,освоєння водозбору,released,knowledge,sector-specific,,"Вивчення відповідних характеристик водозбору, спрямоване на сталий розподіл його ресурсів, а також процес створення та реалізації планів, програм і проєктів для підтримання та посилення функцій водозбору, які впливають на рослинні, тваринні угруповання та громади людей в межах території водозбору.
	",http://data.europa.eu/esco/isced-f/0732,будівництво й цивільна інженерія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a354775-1a03-4258-a357-be4ab0a07465,установлювати зелений дах,released,skill/competence,sector-specific,,"Облаштувати рослинність на дахах, враховуючи воду та дренаж, фільтри та ґрунт. Посадити відповідні трави, і, можливо, кущі та дерева. Встановити зелений дах з дотриманням правил охорони здоров’я та безпеки.
	",http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,проєктування споруд або об’єктів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b242812-7d88-4219-bac7-1195ecc4db51,системи рециркуляції,released,knowledge,sector-specific,,"Особливості та функціонування складних систем циркуляції, вентиляції та біофільтрації.
	",http://data.europa.eu/esco/isced-f/0732,будівництво й цивільна інженерія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9b5aa426-7daa-4143-8d70-c3623e8c7e60,проєктувати системи вікон та склопакетів,released,skill/competence,sector-specific,,"Проєктувати системи вікон / склопакетів для оптимального комфорту та енергоефективності. Оцінити та розробити оптимальну систему затінення і стратегію її контролю.
	",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,проєктування систем і виробів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9be02d2d-9d45-400b-aa05-1e9aee7bd815,мінівітроенергетика,released,knowledge,sector-specific,,"Мінівітроенергетичні установки для виробництва електроенергії на місці (на дахах тощо) та їхній внесок в енергоефективність.
	",http://data.europa.eu/esco/skill/25fb676a-cf69-487d-a9c1-273c6f291b6a | http://data.europa.eu/esco/isced-f/0713,вітрова енергетика | електроенергія та енергія
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9c07b3e2-b919-4594-b6f2-e01df6e9390f,проєктувати мікроклімат у будівлях,released,skill/competence,sector-specific,,"Обговорювати та оцінювати кліматичні та локальні умови на місці для застосування оптимальних пасивних стратегій (мікро- та макроклімат). Поєднувати кілька стратегій проєктування, включно з основними пасивними стратегіями проєктування, і оцінювати їхню ефективність як цілісну концепцію енергоспоживання будівлі.
	",http://data.europa.eu/esco/skill/883eab8c-d8a6-4e8b-9b11-7d9001e172ab,проєктування систем і виробів
