conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/skill/36c9717b-e53a-4d16-b7df-b6555eff43f8,експлуатація водних суден,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.3.0
SkillGroup,http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"розроблення фінансових, бізнес- або маркетингових планів",,,released,2020-12-07T11:46:34.47Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.1.2
SkillGroup,http://data.europa.eu/esco/skill/3753e796-121e-46a3-9c27-dee31ce92c80,аналіз і оцінювання інформації та даних,,,released,2023-06-30T07:35:32.811Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.7
SkillGroup,http://data.europa.eu/esco/skill/37f2f637-1f54-4ea1-b677-5ca6cac24993,виробництво медичних і протезних виробів,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5.2
SkillGroup,http://data.europa.eu/esco/skill/3926ec7d-64cd-4410-8283-493a1afdd57b,надання фізичної терапії,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.2.3
SkillGroup,http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,робота з комп’ютерами,,,released,2021-09-16T17:48:30.49Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.0.0
SkillGroup,http://data.europa.eu/esco/skill/395e42b8-f637-4e7e-96d8-9c1976c05d92,здійснення художньої або культурної діяльності,,,released,2022-06-22T10:50:09.473Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.14.2
SkillGroup,http://data.europa.eu/esco/skill/39d83364-c86f-4942-96d1-e5df582face9,"експлуатація обладнання для формування металу, пластмаси або гуми",,,released,2021-01-21T14:40:09.665Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.5.7
SkillGroup,http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,проєктування електричних або електронних систем або обладнання,,,released,2020-12-09T10:43:42.257Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.11.2
SkillGroup,http://data.europa.eu/esco/skill/3afcf547-cefc-493a-8abb-aaa8b7088e4f,"полювання, ловля й забій тварин",,,released,2021-09-15T09:04:46.824Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.9.4
SkillGroup,http://data.europa.eu/esco/skill/3b86c15f-3f66-4e50-abf5-544f2a942a0b,прибирання відкритих територій,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.11.3
SkillGroup,http://data.europa.eu/esco/skill/3bf93195-5239-4f73-94a6-349be598d462,виступи й розваги,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.14.0
SkillGroup,http://data.europa.eu/esco/skill/3d54fec5-d9cb-45a0-bf8d-ffaf3790a5bb,"застосування навичок і компетенцій, пов’язаних зі здоров’ям",,,released,2021-09-13T12:45:19.726Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups",,T6.1
SkillGroup,http://data.europa.eu/esco/skill/3eacdaa9-fe4a-49ba-a085-c798097cf8d4,виробництво тютюнових виробів,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5.8
SkillGroup,http://data.europa.eu/esco/skill/3eef7ff2-3ade-41d4-b084-2bd2a3949e1c,оцінювання землі або нерухомості,,,released,2020-12-04T13:51:21.97Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.7.1
SkillGroup,http://data.europa.eu/esco/skill/3f1f77a5-9c2d-4b71-afb3-0328d8cbb05e,експлуатація обладнання для видобутку й перероблення сировини,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.4.0
SkillGroup,http://data.europa.eu/esco/skill/3f641516-9846-4a7f-a7f4-e1274eef6688,представлення інформації,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.4
SkillGroup,http://data.europa.eu/esco/skill/418e58f5-c50c-4147-baa0-83aeb43b796a,експлуатація обладнання для фарбування або нанесення покриттів,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.5.1
SkillGroup,http://data.europa.eu/esco/skill/424cce4d-71c9-47d9-93d6-4068403139f0,надання форми матеріалам для створення виробів,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.7.2
SkillGroup,http://data.europa.eu/esco/skill/42f18b92-1c20-46ed-bde0-9bc64ff1e475,годування й догляд за тваринами,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.9.5
SkillGroup,http://data.europa.eu/esco/skill/4364e0cd-66ad-4f0c-b96d-0ea6796067cb,догляд за рослинами й сільськогосподарськими культурами,,,released,2022-06-07T08:31:38.289Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.4
SkillGroup,http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,мови,,,released,2024-02-15T09:52:57.87Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,L1
SkillGroup,http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf,"використання програмного забезпечення для обробки текстів, публікації та презентації",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.6.2
SkillGroup,http://data.europa.eu/esco/skill/44c81158-f789-41ad-a988-e8af0884a443,експлуатація повітряного судна,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.9.0
SkillGroup,http://data.europa.eu/esco/skill/44ff6716-7d71-4a16-821b-61d10e9e290d,застосування загальних знань,,,released,2021-08-30T16:55:23.01Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups",,T6.6
SkillGroup,http://data.europa.eu/esco/skill/45ce91d6-574f-445e-a3d5-741f89bddb56,технічне обслуговування механічного обладнання,,,released,2024-01-25T10:29:47.559Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.7.2
SkillGroup,http://data.europa.eu/esco/skill/462f8805-3c0b-43c6-8bef-592b87939763,перетворення й змішування матеріалів,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.3
SkillGroup,http://data.europa.eu/esco/skill/4781b6b1-07bc-44be-8c2d-de0fa5db4250,проведення ігрових заходів,,,released,2021-10-14T12:50:46.363Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.14.3
SkillGroup,http://data.europa.eu/esco/skill/47aa582a-3edb-45b5-9ef4-e87813ea327c,випробування транспортних засобів,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.8.11
SkillGroup,http://data.europa.eu/esco/skill/47b0d855-ea3c-45e9-8dcf-0e12e62261c4,обчислення і оцінка,,,released,2023-01-27T10:09:02.926Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.6.0
SkillGroup,http://data.europa.eu/esco/skill/480a0b1b-aae9-4b39-9a4f-1c2b8ddcbc46,виготовлення виробничих форм і відливок,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.6.1
SkillGroup,http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,сортування матеріалів або продукції,,,released,2023-01-24T18:49:41.387Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.1.1
SkillGroup,http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,використання цифрових інструментів для керування технікою,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.7.0
SkillGroup,http://data.europa.eu/esco/skill/4bbdc5eb-b710-4b76-816d-04926f7ac4a1,надання психологічної та ерготерапії,,,released,2022-07-15T14:44:44.924Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.2.4
SkillGroup,http://data.europa.eu/esco/skill/4d6a48ae-352e-4823-bc3a-3f3e9e2cae86,доступ до цифрових даних та їх аналіз,,,released,2021-09-24T16:38:38.771Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.5.0
SkillGroup,http://data.europa.eu/esco/skill/4d7fb3eb-554a-4cf1-a576-bf6e153bdba2,використання прецизійних приладів і обладнання,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.6
SkillGroup,http://data.europa.eu/esco/skill/4ef78abc-e983-4cc7-84a1-52532a0159dc,життєві навички й компетенції,,,released,2021-08-30T09:47:58.442Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups",,T6
SkillGroup,http://data.europa.eu/esco/skill/4feed491-dc09-4218-814a-0146e13ef4fe,розв’язання проблем,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.9.0
SkillGroup,http://data.europa.eu/esco/skill/50e42de7-4a5c-4f94-b160-765f547d840c,установлення допоміжних пристроїв,,,released,2021-03-30T12:16:14.895Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.2.6
SkillGroup,http://data.europa.eu/esco/skill/51ffd92f-7ff4-4c38-83d4-7350fcfd6968,згладжування поверхонь предметів або обладнання,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.7.3
SkillGroup,http://data.europa.eu/esco/skill/528c2f16-139f-4a5b-8880-a6f02ed33f2a,виробництво одягу й текстильних виробів,,,released,2020-12-07T14:51:41.895Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5.6
SkillGroup,http://data.europa.eu/esco/skill/548c3fbe-9eb1-4035-bc54-027fd5bc5315,робота з іншими,,,released,2021-04-15T08:15:36.624Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.8
SkillGroup,http://data.europa.eu/esco/skill/54f7432d-a8b6-4ed4-a50e-9ec882320595,"моніторинг, перевірка й випробування",,,released,2021-03-31T12:02:58.558Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.8.0
SkillGroup,http://data.europa.eu/esco/skill/552c4f35-a2d1-49c2-8fda-afe26695c44a,соціальні та комунікативні навички і компетенції,,,released,2021-08-30T09:00:34.189Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups",,T4
SkillGroup,http://data.europa.eu/esco/skill/56c3ea4b-7cea-44da-969c-c21b07a55030,прання й обслуговування текстильних виробів і одягу,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.12
SkillGroup,http://data.europa.eu/esco/skill/57216e88-a0d3-4b8c-af6c-b8232b4f48c2,використання прецизійних ручних інструментів,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.7.4
SkillGroup,http://data.europa.eu/esco/skill/5770f630-9b25-49f3-9d37-e93ec1799749,викладання й навчання,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.3
SkillGroup,http://data.europa.eu/esco/skill/577ce84f-0d21-4f25-8307-99c53f6f8437,переміщення й підйом,,,released,2022-08-24T13:51:21.612Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.2.0
SkillGroup,http://data.europa.eu/esco/skill/57a45369-afc1-4f5a-b157-6f18de506bab,будівництво,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.0
SkillGroup,http://data.europa.eu/esco/skill/57e6af87-8a6b-4ecb-88e5-7c80b582ddd7,використання прецизійних приладів і обладнання,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.6.0
SkillGroup,http://data.europa.eu/esco/skill/583b1fb5-be8d-41f0-aa81-0b6bef4793c2,установлення сантехнічного або трубопровідного обладнання або систем,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.2.2
SkillGroup,http://data.europa.eu/esco/skill/587e1cd6-a376-4c8f-8369-187c128d72a3,обробка інформації,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.4
SkillGroup,http://data.europa.eu/esco/skill/58bd927f-e4cc-4b61-a679-cb91b3f8075a,дотримання інструкцій і процедур,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.8.5
SkillGroup,http://data.europa.eu/esco/skill/58beed15-8cf0-4bea-a24a-ad595768bba6,будівництво й ремонт конструкцій,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.1.0
SkillGroup,http://data.europa.eu/esco/skill/58edb789-d085-4e7d-8b6e-b70913bebfca,установлення й монтаж будівельного обладнання,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.1.7
SkillGroup,http://data.europa.eu/esco/skill/592525ab-b517-4c55-8c65-17e0f5d99205,монтаж електротехнічних і електронних виробів,,,released,2023-07-13T15:25:18.372Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5.3
SkillGroup,http://data.europa.eu/esco/skill/59c46f34-bffd-4859-adf4-3839c2a73821,будівництво,,,released,2020-12-10T13:23:35.251Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.0.0
SkillGroup,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,дотримання правил безпеки та гігієни,,,released,2023-02-21T20:59:45.769Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.3.1
SkillGroup,http://data.europa.eu/esco/skill/5c26881e-2759-4a38-b136-5e0f6071b524,"організація, планування й складання графіка роботи та діяльності",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.2
SkillGroup,http://data.europa.eu/esco/skill/5c2d5780-23ed-4372-bb8d-c1846ee404ae,моніторинг фінансово-господарських ресурсів і діяльності,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.8.3
SkillGroup,http://data.europa.eu/esco/skill/5d1d2d04-5510-4918-a437-7f57d570483a,установлення покрівлі,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.1.5
SkillGroup,http://data.europa.eu/esco/skill/5dbb69d2-9e1b-4e0f-b8c0-0bac709729cf,зважування,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.5.2
SkillGroup,http://data.europa.eu/esco/skill/5ea47148-5289-49f2-80f8-bb1f54b37de0,нанесення захисних або декоративних розчинів або покриттів,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.3.3
SkillGroup,http://data.europa.eu/esco/skill/5f92ff3e-288b-44aa-864d-5ebb1adb7925,укладання волосся й проведення косметичних процедур,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.6.4
SkillGroup,http://data.europa.eu/esco/skill/6107b01a-3dac-4a03-ac9c-1044e4af0307,консультування,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.1
SkillGroup,http://data.europa.eu/esco/skill/6115ff80-3d84-4e87-8e2b-6ede7ee004b4,застосування культурних навичок і компетенцій,,,released,2021-08-30T16:54:02.907Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups",,T6.4
SkillGroup,http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,утилізація безпечних відходів або сміття,,,released,2020-12-10T16:56:34.388Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.13.2
SkillGroup,http://data.europa.eu/esco/skill/62023d5b-22ea-442e-ac46-39eb83c986fb,збирання меблів,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5.5
SkillGroup,http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c,консультування щодо продуктів і послуг,,,released,2023-01-24T19:03:05.231Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.5.3
SkillGroup,http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,експлуатація сільськогосподарського або лісозаготівельного обладнання,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.1.2
SkillGroup,http://data.europa.eu/esco/skill/64aeee4d-3791-4448-8ed8-9b49ad04f2fb,письмовий і усний переклад,,,released,2021-09-20T12:11:22.451Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.15.2
SkillGroup,http://data.europa.eu/esco/skill/663d82aa-4c0d-46bc-90f5-03770f068bb1,водіння транспортних засобів,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S8.2
SkillGroup,http://data.europa.eu/esco/skill/663e753c-2fc4-4bf6-9a06-a6ab2d705238,закупівля товарів або послуг,,,released,2022-06-19T15:06:42.666Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.6.3
SkillGroup,http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,планування й організація,,,released,2021-08-30T14:01:57.38Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups",,T2.2
SkillGroup,http://data.europa.eu/esco/skill/682bb7ca-dbe9-4c33-9c7a-1ae56e28516e,завантаження й розвантаження товарів і матеріалів,,,released,2023-01-27T11:01:49.53Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.2.1
SkillGroup,http://data.europa.eu/esco/skill/6889a21c-837b-49a2-be61-bb6010ab63f4,отримання інформації в усній формі,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.7
SkillGroup,http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"керування, збір і зберігання цифрових даних",,,released,2023-10-27T16:10:20.781Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.5.2
SkillGroup,http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,навчання оперативним процедурам,,,released,2023-06-20T13:39:25.098Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.3.3
SkillGroup,http://data.europa.eu/esco/skill/6c6957bf-cf1f-4483-9c7e-1655f251b01a,застосування підприємницьких і фінансових навичок та компетенцій,,,released,2021-08-30T16:54:20.061Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups",,T6.5
SkillGroup,http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,установлення дерев’яних і металевих компонентів,,,released,2023-03-16T15:33:50.175Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.1.2
SkillGroup,http://data.europa.eu/esco/skill/6d535249-ac7c-4e44-8ada-09305c3a3900,"виготовлення форм, відливок, моделей і зразків",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.6.0
SkillGroup,http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,технічне або академічне письмо,,,released,2022-06-19T15:45:14.266Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.13.3
SkillGroup,http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,розроблення цілей і стратегій,,,released,2020-12-11T09:19:59.825Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.1.0
SkillGroup,http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,спілкування,,,released,2021-08-30T16:23:39.992Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skill-transversal-groups",,T4.1
SkillGroup,http://data.europa.eu/esco/skill/6f89dcbe-4315-4533-8801-3aadf9190b86,розроблення цілей і стратегій,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.1
SkillGroup,http://data.europa.eu/esco/skill/70ac2c90-656a-4fa3-886c-5b9305db2087,обробка інформації,,,released,2021-12-17T12:48:25.958Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S2.4.0
SkillGroup,http://data.europa.eu/esco/skill/7194cdea-bca7-4c4a-8d49-3cb54b89d5a0,забезпечення терапії або ветеринарного лікування тварин,,,released,2023-02-22T20:06:32.497Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.9.7
SkillGroup,http://data.europa.eu/esco/skill/72fe5d9f-4ec8-4fc4-b1d3-0dd83be0aa1a,різання матеріалів і свердління отворів,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.7.1
SkillGroup,http://data.europa.eu/esco/skill/73dba04a-7c18-439f-8757-b5f60532ba74,рекрутинг та найм,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.7
SkillGroup,http://data.europa.eu/esco/skill/73e602a0-f80f-4f56-8e21-3db4fd08709d,"надання медичної, стоматологічної та медсестринської допомоги",,,released,2023-11-06T13:40:22.277Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.2.1
SkillGroup,http://data.europa.eu/esco/skill/74052f13-4cae-4600-a4d3-8103004683f3,використання ручних інструментів,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.7.0
SkillGroup,http://data.europa.eu/esco/skill/74b7938e-f667-48ff-a26d-faed294ac6c9,виготовлення моделей,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.6.3
SkillGroup,http://data.europa.eu/esco/skill/75c1ab73-5b00-48a0-818e-93487ebdd7e1,налаштування й захист комп’ютерних систем,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.2
SkillGroup,http://data.europa.eu/esco/skill/762f3830-baa8-4a7e-a5de-b49037d80885,догляд за рослинами й сільськогосподарськими культурами,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.4.0
SkillGroup,http://data.europa.eu/esco/skill/775be776-b6ce-4322-a96f-11b2df84ce07,"створення художніх, візуальних або навчальних матеріалів",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S1.12.0
SkillGroup,http://data.europa.eu/esco/skill/77a2918f-5969-4545-a632-d3e6a853b2c5,дресирування тварин,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.9.6
SkillGroup,http://data.europa.eu/esco/skill/77e41477-4ecf-425b-8163-b18a5a54e593,рекрутинг та найм,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.7.0
SkillGroup,http://data.europa.eu/esco/skill/77ee8fad-188f-44cf-88ba-4e495a52d604,допомога в особистих потребах,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S3.6.2
