conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ca08a35-2d2e-46f5-b440-8fc8ce736287,застосовувати точне землеробство,released,skill/competence,sector-specific,,"Використовувати сучасні технології та обладнання з високоточними системами позиціонування, геокартування та / або автоматизованими системами керування для ведення сільськогосподарської діяльності.
	",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,експлуатація сільськогосподарського або лісозаготівельного обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8d17898e-cd9c-444d-b084-8708a5447747,працювати з медичним обладнанням для візуалізації,released,skill/competence,sector-specific,,"Створювати високоякісні медичні зображення за допомогою технологічно передового медичного обладнання для візуалізації, як-от КТ (комп’ютерна томографія), МРТ (магнітно-резонансна томографія), мобільні рентгенівські апарати, ультразвук (США), радіаційна медицина з позитронно-емісійною томографією (ПЕТ) і однофотонна емісійна комп’ютерна томографія (ОФЕКТ).
	",http://data.europa.eu/esco/skill/872c0ddb-f056-4f51-afac-fc3d6fae0f5b,експлуатація медичного обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8dcc1c68-1ebe-412b-b437-cab3c26da509,реєструвати дані медико-біологічних досліджень,released,skill/competence,cross-sector,,"Використовувати інформаційні технології для точної реєстрації й аналізу даних медико-біологічних досліджень, написання звітів на основі даних та обміну результатами з відповідними особами.
	",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c | http://data.europa.eu/esco/skill/561c2525-5bd8-4d86-8f45-820f4be7db93 | http://data.europa.eu/esco/skill/328733a7-6d84-420d-a65c-2a8014fadc60,"керування, збір і зберігання цифрових даних | складати звіти про результати випробувань | реєструвати дані досліджень"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8deb6cb7-15e3-4fd7-a9eb-644c23de95fa,користуватися стенографічною комп’ютерною програмою,released,skill/competence,cross-sector,,"Застосовувати комп’ютерні програми для стенографування, щоб записувати й перекладати стенограми, а також робити з них звичайні розбірливі транскрипції.
	",http://data.europa.eu/esco/skill/7df4c2c2-6d09-498d-9ad5-eb4ac6f4db1a | http://data.europa.eu/esco/skill/446a36a5-2376-439f-b46b-4a214ba0acdf,"використовувати скорочення | використання програмного забезпечення для обробки текстів, публікації та презентації"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e46491b-7ae4-4add-bb6f-b8854e73c914,обслуговувати автоматизоване освітлювальне обладнання,released,skill/competence,sector-specific,,"Налаштовувати, перевіряти та ремонтувати автоматизоване освітлювальне обладнання та обслуговувати його програмне забезпечення.
	",http://data.europa.eu/esco/skill/9f436e91-bc51-4d18-a3c7-17c1271e2ed0 | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"обслуговувати освітлювальне обладнання | технічне обслуговування електричного, електронного й прецизійного обладнання"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e91c9b3-45de-4db2-91df-138d10031cf0,реєструвати показання передавачів,released,skill/competence,sector-specific,,"Реєструвати спостереження передавачів, зокрема показники калібрування обладнання для дистанційного керування, вимірювання продуктивності обладнання, вимірювання напруженості поля антени та інші показники.
	",http://data.europa.eu/esco/skill/be6ab363-3de1-427f-a8ef-85d5b0250822 | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,повідомляти про факти | збір інформації з фізичних або електронних джерел
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ee39fb7-8b46-490e-ae21-6e8b32854dd6,керувати програмним забезпеченням диспетчеризації,released,skill/competence,sector-specific,,"Керувати програмним забезпеченням диспетчеризації для формування нарядів, планування маршрутів та виконання інших завдань.
	",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,використання цифрових інструментів для керування технікою
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8efa6a7a-6556-4cb8-908d-59d3b5c58d2f,хмарний моніторинг та звітність,released,knowledge,sector-specific,,"Метрики та сповіщення, що використовують хмарні сервіси моніторингу, зокрема метрики продуктивності та доступності.
	",http://data.europa.eu/esco/skill/bd14968e-e409-45af-b362-3495ed7b10e0 | http://data.europa.eu/esco/isced-f/0612,хмарні технології | проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f113113-aa20-48f7-8da1-ac0051505d03,аналізувати результати випробування контролю молока,released,skill/competence,occupation-specific,,"Аналізувати та документувати результати випробувань контролю молока відповідно до професійних стандартів та бізнес-вимог. Ефективно використовувати програмне забезпечення для тестування молока та інтерпретувати результати.
	",http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e,аналіз господарських операцій | розпоряджатись кількісними даними
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f32e02a-9290-47ab-ad28-6567bfc2f17a,проєктувати процес для систем на базі блокчейну,released,skill/competence,sector-specific,,"Проєктувати процеси для систем на базі блокчейну, що передбачає чітке визначення задач, які необхідно розв’язати за допомогою блокчейну, конкретизацію бізнес-вимог, ідентифікацію механізму досягнення консенсусу, вибір найбільш придатної блокчейн-платформи, проєктування вузлів блокчейну, планування конфігурації блокчейну, побудову блокчейн АРІ, проєктування користувацьких інтерфейсів та інтеграцію прискорювачів для оптимізації.
	",http://data.europa.eu/esco/skill/b590d4e5-7c62-4b4a-abc2-c270b482e0ce,проєктування систем або програм ІКТ
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3,цифрове кураторство,released,knowledge,occupation-specific,,"Галузь, що займається підтримуванням, зберіганням даних цифрового дослідження і підвищенням їх вартості.
	",http://data.europa.eu/esco/isced-f/0322,"бібліотекознавство, інформаційне та архівознавство"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f849584-2326-4e7b-9a3e-d40d7cdb729f,керувати інтегрованими електронними центрами управління,released,skill/competence,occupation-specific,,"Керувати інтегрованими електронними центрами управління, де оператори застосовують сучасні технологічні операційні системи й обладнання для контролю руху поїздів на довгих ділянках залізничних колій.
	",http://data.europa.eu/esco/skill/494b8057-daf5-46a0-b33b-416e0115c30a,використання цифрових інструментів для керування технікою
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8fa510d0-a8a6-4932-a361-00f8442cfe23,Wireshark,released,knowledge,sector-specific,,"Інструмент Wireshark — це інструмент тестування на проникнення, який оцінює слабкі місця в системі безпеки, аналізуючи мережеві протоколи шляхом глибокої перевірки протоколів, захоплення в реальному часі, фільтрів відображення, автономного аналізу, аналізу VoIP, розшифрування протоколів.
	",http://data.europa.eu/esco/isced-f/0613 | http://data.europa.eu/esco/skill/de586dcf-d7e5-4340-bf5b-d59026f1b436,розроблення й аналіз програмного забезпечення та прикладних програм | інструмент для тестування на проникнення
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8fa840f7-e66a-4370-8e6d-7d554260c31c,прогнозувати майбутні потреби ІКТ-мережі,released,skill/competence,sector-specific,,"Визначати поточний трафік даних і оцінювати, як зростання вплине на ІКТ-мережу.
	",http://data.europa.eu/esco/skill/42fcf80d-7b45-40f3-bd2f-5411c4c0dfa0 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,визначати технологічні потреби | аналіз господарських операцій
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8fb72af6-c2a9-4b12-aaf0-f5dbd4a9db9e,"інтерпретувати графічні записи, видані дефектоскопічною колійною машиною",released,skill/competence,occupation-specific,,"Читати, аналізувати та інтерпретувати графічні записи, видані дефектоскопічною колійною машиною, з метою виявлення помилок або дефектів рейок.
	",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/d34ed027-4050-4612-b70e-e4242cdbdcc1 | http://data.europa.eu/esco/skill/f2cf57fe-d4cb-4b4a-831d-73171cc73909 | http://data.europa.eu/esco/skill/ea99e1f2-ad03-4bb3-8960-1227fc76bb2a | http://data.europa.eu/esco/skill/21743bbb-e44a-4ad5-bfbe-293405285375,"критично мислити | виявляти несправності залізничної колії | оцінювання систем, програм, обладнання й продукції | розшифровувати графічні комунікаційні інтерфейси | керувати дефектоскопічною колійною машиною"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ff015a0-98ea-4d80-a23e-1f68110a919e,методології розробки програмного забезпечення,released,knowledge,sector-specific,,"Методології, як-от Scrum, V-модель і Waterfall, для проєктування програмних систем і додатків.
	",http://data.europa.eu/esco/isced-f/0613,розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ff314a8-57d7-4b8c-bf41-79f9572fedd0,використовувати цифрові техніки ілюстрування,released,skill/competence,sector-specific,,"Робити креслення за допомогою програм і способів створення цифрових ілюстрацій.
	",http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,використання засобів комп’ютерного проєктування й креслення
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90227e81-a1f1-47ae-8e8a-453fb5661f08,використовувати 3D-сканери для одягу,released,skill/competence,sector-specific,,"Використовувати різні 3D-сканери тіла та програмне забезпечення для запису форми та розміру людського тіла, щоб створити 3D-модель тіла для створення аватарів і манекенів.
	",http://data.europa.eu/esco/skill/c8f4aad2-ea23-49a2-9708-a6049c2d28ce,використання прецизійного вимірювального обладнання
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/902fb91c-3113-4004-9b4f-79aa86b638b7,загрози безпеці вебдодатків,released,knowledge,sector-specific,,"Атаки, вектори, нові загрози на вебсайтах, у вебдодатках і вебсервісах, рейтинги їхньої серйозності, визначені спеціальними спільнотами, наприклад OWASP (Відкритий проєкт з безпеки вебзастосунків).
	",http://data.europa.eu/esco/isced-f/0611,використання комп’ютера
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9035afc4-5317-455d-ab60-f32e2ecc6bfc,блокчейн-платформи,released,knowledge,sector-specific,,"Різні інтегровані інфраструктури, кожна зі своїми характеристиками, які дозволяють розробляти блокчейн-додатки. Прикладами є multichain, ehtereum, hyperledger, corda, ripple, openchain тощо.
	",http://data.europa.eu/esco/isced-f/0613,розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/906323f4-00c4-4c3b-ab5a-8af77be3456e,створювати набори даних,released,skill/competence,cross-sector,,"Створювати колекцію нових або існуючих пов’язаних наборів даних, які складаються з окремих елементів, але з якими можна працювати, як з єдиним цілим.
	",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,використовувати бази даних | управління інформацією
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/906ef09c-959c-42de-8c65-6e11c73c3570,проводити комп’ютерний аналіз геотехнічних конструкцій,released,skill/competence,sector-specific,,"Використовувати спеціалізовані цифрові бази даних і робити автоматизований аналіз геотехнічних конструкцій.
	",http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"керування, збір і зберігання цифрових даних"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90be83d9-56f1-46a4-a6bc-96c51f6c9025,купувати системні компоненти,released,skill/competence,sector-specific,,"Отримувати апаратне й програмне забезпечення або мережеві компоненти, сумісні з іншими системними компонентами для розширення системи й виконання необхідних завдань.
	",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,налаштування комп’ютерних систем
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/90f9dc0c-f9c0-45a7-9fb4-20a7e4ca4632,блокова модернізація авіаційної системи,released,knowledge,occupation-specific,,"Блокова модернізація авіаційної системи (ASBU) означає набір заходів, які можуть бути реалізовані для поліпшення функціональності системи ОПР.
	",http://data.europa.eu/esco/isced-f/1041,транспортні послуги
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9136cbf1-7916-4f1c-bc9a-0318ee1d6016,взаємодія людини та комп’ютера,released,knowledge,sector-specific,,"Вивчення поведінки та взаємодії між цифровими пристроями та людьми.
	",http://data.europa.eu/esco/isced-f/0611,використання комп’ютера
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/913e4f09-6b22-4f36-9a32-b4508ec824fe,обслуговувати проєкційне обладнання,released,skill/competence,occupation-specific,,"Обслуговувати , тестувати та ремонтувати проєкційне обладнання, щоб забезпечити якість зображення та звуку.
	",http://data.europa.eu/esco/skill/5033c2fb-ec55-4b8e-b0a4-9379593f1e1c | http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"обслуговувати обладнання | технічне обслуговування електричного, електронного й прецизійного обладнання"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/913e7e83-b8f8-4574-b1ca-1b38f3fd974a,виконувати тестування програмного забезпечення,released,skill/competence,sector-specific,,"Виконувати тестування, щоб перевірити бездоганність роботи програмного продукту, відповідно до вимог замовника, а також виявляти помилки програмного забезпечення (баги) і його неправильну роботу за допомогою спеціалізованого програмного забезпечення й тестування.
	",http://data.europa.eu/esco/skill/465ff64a-1271-4064-8ed1-e969cb68d8b4 | http://data.europa.eu/esco/skill/ce354460-500e-4eaa-8e95-8f243fcea3db | http://data.europa.eu/esco/skill/5d74614d-32c8-4ca4-9818-6980e52424b1 | http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,виконувати тестовий запуск | керувати тестуванням системи | планувати тестування програмного забезпечення | програмування комп’ютерних систем
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9156104b-9bcb-4c22-aaa8-02e3e990ebc7,морські телекомунікації,released,knowledge,sector-specific,,"Володіння інформацією про обладнання для передачі даних, обладнання для трансляції та про загальну експлуатацію телекомунікаційних систем.
	",http://data.europa.eu/esco/isced-f/0714,електроніка й автоматизація
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9190d87f-9792-42e0-bb7f-64294a656bcd,контролювати продуктивність системи,released,skill/competence,sector-specific,,"Вимірювати надійність і продуктивність системи до початку, під час та після інтеграції компонентів, а також під час експлуатації та обслуговування системи. Вибирати і використовувати інструменти та методи моніторингу продуктивності, наприклад спеціальне програмне забезпечення.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,установлення дерев’яних і металевих компонентів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/91aade3a-9427-4e80-998b-29492dcb9ffd,використовувати спостереження за пластом,released,skill/competence,sector-specific,,"Розуміти та експлуатувати систему спостереження за свердловиною та пластом і технологію дистанційного зондування; контролювати рівень пласта та приймати рішення щодо інженерних втручань у разі необхідності.
	",http://data.europa.eu/esco/skill/15fa3879-ac0e-46e6-ae36-609bae9c19c3,моніторинг операційної діяльності
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/91ba97f5-7518-4638-b2d2-308996db3cf8,виконувати редагування зображень,released,skill/competence,cross-sector,,"Редагувати такі типи зображень як аналогові й цифрові фотографії або ілюстрації.
	",http://data.europa.eu/esco/skill/c53a55a1-8b2b-4d2c-b12d-626742a3833a,використання цифрових інструментів для обробки звуку й зображень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/925463a7-d51f-4d5b-9f79-4d28cf30acde,інтегроване середовище розробки програмного забезпечення,released,knowledge,sector-specific,,"Набір інструментів розроблення програмного забезпечення для написання програм, як-от компілятор, налагоджувач, редактор коду, підсвічування синтаксису коду, упаковані в уніфікований інтерфейс користувача, як-от Visual Studio або Eclipse.
	",http://data.europa.eu/esco/isced-f/0612,проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9295d1c5-8d7d-423e-a6ce-dfbc1d991f88,застосовувати цифрову картографію,released,skill/competence,cross-sector,,"Складати карти, створюючи із зібраних даних віртуальне зображення, яке дає точне уявлення про певну область.
	",http://data.europa.eu/esco/skill/5af49836-2269-46d9-87b9-0d3140c6c22e | http://data.europa.eu/esco/skill/b1115b14-fa16-4c1e-be6c-91fd49a1808b,інтегрувати та переробляти цифровий контент | використання засобів комп’ютерного проєктування й креслення
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/930c5458-9b5d-4438-bef6-fc69c2c08548,наглядати за датчиками та системами реєстрації повітряних суден,released,skill/competence,sector-specific,,"Контролювати встановлення датчиків повітряних суден та систем реєстрації під час льотних випробувань з метою забезпечення їх відповідності необхідним параметрам даних.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,установлення дерев’яних і металевих компонентів
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/933efc5f-a797-4581-8a8b-c08956ff7d58,Grovo,released,knowledge,sector-specific,,"Система управління навчанням Grovo — це платформа електронного навчання для створення, адміністрування, організації, звітування та проведення навчальних курсів або навчальних програм електронного навчання.
	",http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834 | http://data.europa.eu/esco/isced-f/0612,системи управління навчанням | проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93a2f730-d5f6-4604-a25e-a2ee206ea468,проводити навчання за допомогою онлайн-технологій,released,skill/competence,occupation-specific,,"Проводити технічну підготовку, включно з використанням платформи електронного навчання, навчальних програм і стандартів, як-от SCORM, а також методів електронного навчання для вчителя або тренера.
	",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b | http://data.europa.eu/esco/skill/e54ff029-1ce9-447d-a5b2-eb7283a23e6e,інструктувати інших | викладання й навчання | навчати працівників
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6,категоризація інформації,released,knowledge,sector-specific,,"Процес класифікації інформації за категоріями та відображення взаємозв’язків між даними для деяких чітко визначених цілей.
	",http://data.europa.eu/esco/isced-f/0322,"бібліотекознавство, інформаційне та архівознавство"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93b22bbf-ece1-4e2d-8d47-0c9392c5a4fd,розробляти блокчейн-технології,released,skill/competence,cross-sector,,"Розробляти та інтегрувати блокчейн-технології у нові та наявні інфраструктури ІКТ та розуміти ключові виклики такої інтеграції та підходи до їх вирішення.
	",http://data.europa.eu/esco/skill/f839b1da-78b6-4466-86f4-a5798821ea20,налаштування комп’ютерних систем
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/93e65de1-923c-437e-aa5b-e6002967ce71,вебплатформи для спільної роботи,released,knowledge,sector-specific,,"Онлайнові інструменти, які полегшують комунікацію та співпрацю між користувачами мережі «Інтернет» у режимі реального часу. Платформи з широким спектром функціональних можливостей, створені, зокрема, для полегшення організованої командної роботи або сприяння продуктивному робочому процесу.
	",http://data.europa.eu/esco/isced-f/0612,проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/945b8655-5577-4c3a-946a-842d4527afa8,цифрова обробка зображень,released,knowledge,cross-sector,,"Різні аспекти та практики оброблення та маніпулювання зображеннями, як-от інтерполяція зображення, аліасинг, поліпшення зображення, розтягування контрасту, оброблення та вирівнювання гістограми, розкладання сингулярного значення, вирівнювання сингулярного значення, вейвлет-фільтрація та багато інших.
	",http://data.europa.eu/esco/isced-f/0211,аудіовізуальні технології  та медіапродукція
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/94758266-bb0f-4e41-bedb-349ecacfaf5c,створювати бази даних тарифів на вантажні перевезення,released,skill/competence,occupation-specific,,"Створювати й підтримувати бази даних тарифів на вантажні перевезення, щоб відділи постачання, користуючись ними, могли визначити й затвердити найбільш рентабельні способи транспортування.
	",http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/0df2e216-68ae-4952-b9dc-3c2f2bc04fe3 | http://data.europa.eu/esco/skill/6a7fc30d-af16-4cc5-a957-29d174bdb61c,"використовувати бази даних | вести базу даних позаштатних працівників | керування, збір і зберігання цифрових даних"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/94dd823c-148e-4614-a6e8-99249b16357d,управління ІКТ-проєктами,released,knowledge,sector-specific,,"Методології планування, реалізації, аналізу та подальшого контролю проєктів ІКТ, як-от розроблення, інтеграція, модифікація та продаж продуктів і послуг ІКТ, а також проєктів, пов’язаних із технологічними інноваціями у сфері ІКТ.
	",http://data.europa.eu/esco/isced-f/0413,управління й адміністрування
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/95324ac5-69a5-419b-a877-720b1ee44236,досліджувати технології дистанційного зондування,released,skill/competence,occupation-specific,,"Проводити дослідження з метою розробки нових методів та обладнання для дистанційного зондування.
	",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,проведення академічних або маркетингових досліджень
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/95c35c3a-035f-47c2-90cf-7e934d20fc08,електроніка,released,knowledge,cross-sector,,"Функціонування електронних друкованих плат, процесорів, мікросхем, комп’ютерного обладнання та програмного забезпечення, включно з програмуванням і додатками. Застосовувати ці знання для забезпечення безперебійної роботи електронного обладнання.
	",http://data.europa.eu/esco/isced-f/0714,електроніка й автоматизація
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/95d84b77-ba94-492f-a1e6-18be13f16cf0,використовувати програмне забезпечення для автоматизованого перекладу,released,skill/competence,cross-sector,,"Працювати з програмним забезпеченням для автоматизованого перекладу (CAT) із метою полегшення процесу перекладу.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,використання цифрових інструментів для співпраці й продуктивності
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960,системи створення цифрових ігор,released,knowledge,sector-specific,,"Інтегровані середовища розроблення та спеціалізовані інструменти проєктування, розроблені для швидкої ітерації створених користувачами комп’ютерних ігор.
	",http://data.europa.eu/esco/isced-f/0211,аудіовізуальні технології  та медіапродукція
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/96eb286a-58b7-45ff-a916-5578d0b79b8c,швидке розроблення додатків,released,knowledge,sector-specific,,"Швидке розроблення додатків — це методологія розроблення програмних систем і додатків.
	",http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9 | http://data.europa.eu/esco/isced-f/0613,методології управління ІКТ-проєктами | розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9707091a-323b-4240-877a-5999a19286f0,застосовувати політику використання ІКТ-систем,released,skill/competence,sector-specific,,"Дотримуватися письмових і етичних законів і політики щодо належного використання та адміністрування системи ІКТ.
	",http://data.europa.eu/esco/skill/802deca0-b880-4d1a-b366-e13b27621baf,дотримання операційних процедур
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9710092c-f174-4e84-95bf-2064d39ad7a0,керувати метаданими контенту,released,skill/competence,cross-sector,,"Застосовувати методи та процедури управління вмістом для визначення та використання концепцій метаданих, зокрема даних про створення, для опису, організації та архівування такого вмісту, як-от документи, відео- та аудіофайли, програми та зображення.
	",http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,управління інформацією
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97272b3e-d497-4420-893d-612b15d377d9,електронне сільське господарство,released,knowledge,sector-specific,,"Розроблення та застосування інноваційних ІКТ-рішень у сільському господарстві, садівництві, виноградарстві, рибальстві, лісовому господарстві та веденні тваринницького господарства.
	",http://data.europa.eu/esco/isced-f/0811,рослинництво й тваринництво
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/976455eb-5bbe-4493-ae64-ed16c3b009ea,мобільні операційні системи,released,knowledge,sector-specific,,"Функції, обмеження, архітектура та інші характеристики операційних систем, призначених для роботи на мобільних пристроях, як-от Android або iOS.
	",http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272 | http://data.europa.eu/esco/isced-f/0613,операційні системи | розроблення й аналіз програмного забезпечення та прикладних програм
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/978db6a1-7297-4c89-819a-47605f2c3ba8,керувати випусками програмного забезпечення,released,skill/competence,occupation-specific,,"Вивчати та затверджувати запропоновані випуски програмного забезпечення. Керувати подальшим процесом випуску.
	",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,розроблення операційної політики й процедур
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97965983-0da4-4902-9daf-d5cd2693ef73,3D-моделювання,released,knowledge,cross-sector,,"Процес розроблення математичного подання будь-якої тривимірної поверхні об’єкта за допомогою спеціалізованого програмного забезпечення. Такий продукт називається 3D-моделлю. Вона може відображатися у вигляді двовимірного зображення в процесі, який називається 3D-рендерингом, або використовуватися в комп’ютерному моделюванні фізичних явищ. Модель також може бути створена фізично за допомогою пристроїв 3D-друку.
	",http://data.europa.eu/esco/isced-f/0541,математика
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378,аналіз даних,released,knowledge,cross-sector,,"Наука про аналіз та ухвалення рішень на основі необроблених даних, зібраних із різних джерел. Включає знання методів, що використовують алгоритми, які отримують аналітичну інформацію чи тенденції з цих даних для підтримки процесів ухвалення рішень.
	",http://data.europa.eu/esco/isced-f/0612,проєктування й адміністрування баз даних і мереж
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97bdd757-29d4-4126-92a6-07608825aa3b,QlikView Expressor,released,knowledge,sector-specific,,"Комп’ютерна програма QlikView Expressor — це інструмент для інтеграції інформації з декількох додатків, створених і підтримуваних організаціями, в єдину послідовну та прозору структуру даних, розроблену компанією-розробником програмного забезпечення Qlik.
	",http://data.europa.eu/esco/skill/9d0d89be-bffa-4393-b6f6-8d05bea49051 | http://data.europa.eu/esco/isced-f/0612,"інструменти для вилучення, перетворення та завантаження даних | проєктування й адміністрування баз даних і мереж"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/97fb21db-a4e5-4b03-af21-03b9d510d872,експлуатувати системи GPS,released,skill/competence,cross-sector,,"Використовувати системи GPS.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,використання цифрових інструментів для співпраці й продуктивності
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9889b795-d755-41b2-8afd-2e3c87a65a38,використовувати програмне забезпечення для керування відносинами з клієнтами,released,skill/competence,cross-sector,,"Використовувати спеціалізоване програмне забезпечення для управління взаємодією компанії з поточними та майбутніми споживачами. Організовувати, автоматизувати й синхронізувати продажі, маркетингові заходи, обслуговування споживачів і технічну підтримку для збільшення цільових продаж.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,використання цифрових інструментів для співпраці й продуктивності
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/98a1dec3-8138-4f46-a596-5e2a83b884b9,бізнес-аналітика,released,knowledge,sector-specific,,"Дисципліни та технології розв’язання бізнес-завдань шляхом застосування кількісних методів, таких як аналіз даних і статистичні моделі.
	",http://data.europa.eu/esco/isced-f/0542,статистика
