conceptType,conceptUri,iscoGroup,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,regulatedProfessionNote,scopeNote,definition,inScheme,description,code,naceCode
Occupation,http://data.europa.eu/esco/occupation/7c64479f-7a76-49e9-ac42-bd925f2bf99d,8131,оператор шахтової диспетчерської служби/операторка шахтової диспетчерської служби,,,released,2024-01-16T09:32:01.129Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори шахтової диспетчерської служби виконують низку завдань, які надходять від диспетчерської шахти Вони контролюють процеси за допомогою електронних зображень, які відображаються на моніторах, циферблатах і лампах. Оператори шахтової диспетчерської служби вносять коригують змінні і спілкуються з іншими відділами, щоб забезпечити безперебійний перебіг процесів і їх відповідність до встановлених процедур. Вони вживають відповідних заходів у разі перебоїв чи надзвичайних ситуацій.
	",8131.11,http://data.europa.eu/ux2/nace2.1/09
Occupation,http://data.europa.eu/esco/occupation/7c6fc2f0-6e16-4429-8190-f6faac0c3853,7533,майстер із виготовлення рукавичок/майстриня із виготовлення рукавичок,,,released,2023-10-31T17:43:41.25Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Майстри із виготовлення рукавичок розробляють і виготовляють технічні, спортивні або модні рукавиці.
	",7533.3,http://data.europa.eu/ux2/nace2.1/1429
Occupation,http://data.europa.eu/esco/occupation/7cb71c5f-c310-481c-b46b-d0044328758c,9122,мийник транспортних засобів/мийниця транспортних засобів,,,released,2024-01-23T10:39:03.188Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Мийники транспортних засобів чистять і натирають поверхні зовнішніх деталей і салонів транспортних засобів.
	",9122.1,http://data.europa.eu/ux2/nace2.1/8123
Occupation,http://data.europa.eu/esco/occupation/7cd070f5-b5dd-4228-bdcf-0419dbacfcf4,8160,оператор млина на лікеро-горілчаному заводі/операторка млина на лікеро-горілчаному заводі,,,released,2024-01-16T09:39:46.238Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори млина на лікеро-горілчаному заводі обслуговують спиртові млини для очищення та подрібнення цільного зерна, щоб використати його у виробництві лікеро-горілчаних напоїв. Вони, як правило, використовують очисні машини, щоб видалити домішки із зерна, потім подрібнюють його і зважують. Вони виконують щоденне технічне обслуговування насосів, повітряних конвеєрних лотків і машин. \n
	",8160.26,http://data.europa.eu/ux2/nace2.1/1101
Occupation,http://data.europa.eu/esco/occupation/7cdeb653-8f3d-4921-832b-b95f9d700a86,3131,оператор систем передачі електроенергії/операторка систем передачі електроенергії,,,released,2024-01-26T14:31:18.142Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори систем передачі електроенергії транспортують енергію у вигляді електроенергії. Вони передають електроенергію від генеруючих установок через взаємопов’язану мережу, електричну мережу, до електророзподільних станцій.
	",3131.3.2,http://data.europa.eu/ux2/nace2.1/3513
Occupation,http://data.europa.eu/esco/occupation/7ceb2340-339c-4367-bc4e-e08f57c992f6,5164,працівник притулку для тварин/працівниця притулку для тварин,,,released,2024-01-23T13:50:21.797Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Працівники притулку для тварин надають регулярні послуги догляду за тваринами в притулку для тварин. Вони приймають тварин, привезених до притулку, відповідають на дзвінки про втрачених або поранених тварин, доглядають за тваринами, чистять клітки, оформляють документи на прилаштування тварин, транспортують тварин до ветеринара та ведуть базу даних тварин, які знаходяться в притулку.
	",5164.3,http://data.europa.eu/ux2/nace2.1/9699
Occupation,http://data.europa.eu/esco/occupation/7d092380-1c2e-48fe-81de-0d191b4e96d6,2269,діагностичний рентгенолог/діагностична рентгенологиня,,,released,2025-01-28T17:03:04.573Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Діагностичні рентгенологи планують, готують і виконують обстеження діагностичних зображень і їх подальшу обробку за допомогою широкого спектра обладнання та методів із використанням рентгенівських променів, сильних магнітних полів або магнітно-резонансної томографії (МРТ) і високочастотного звуку (ультразвуку).
	",2269.8.1,"http://data.europa.eu/ux2/nace2.1/861,
http://data.europa.eu/ux2/nace2.1/8691"
Occupation,http://data.europa.eu/esco/occupation/7d27600b-5cff-4ebc-b259-cc2d47572035,3435,начальник цеху/начальниця цеху,,,released,2025-01-28T16:26:15.81Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Начальники цеху координують спеціалізовані майстерні, які конструюють, будують, готують, адаптують і обслуговують елементи, що використовуються на сцені. Їхня робота заснована на художньому баченні, графіках і загальновиробничій документації. Вони співпрацюють з дизайнерами, які беруть участь у виробництві, виробничою групою та іншими службами організації.
	",3435.10,http://data.europa.eu/ux2/nace2.1/9039
Occupation,http://data.europa.eu/esco/occupation/7d4266b3-2108-4330-b27b-430a96012c21,8153,оператор швацького устаткування/операторка швацького устаткування,,,released,2024-01-16T15:56:04.832Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори швацького устаткування обслуговують певні моделі швацьких машин в процесі промислового швацького виробництва. Вони виконують такі операції, як-от з’єднання, складання, зміцнення, ремонт і переробка швацьких виробів.
	",8153.1,http://data.europa.eu/ux2/nace2.1/14
Occupation,http://data.europa.eu/esco/occupation/7d599049-d15a-4fda-afe9-b334b0614ec7,7232,технік із капітального ремонту авіаційних газотурбінних двигунів,,,released,2024-01-23T14:48:29.469Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Техніки із капітального ремонту авіаційних газотурбінних двигунів виконують роботи з капітального, технічного обслуговування та ремонту газотурбінних двигунів. Вони розбирають, перевіряють, очищають, ремонтують і повторно збирають двигуни за допомогою спеціального обладнання для двигунів.
	",7232.3,"http://data.europa.eu/ux2/nace2.1/3318,
http://data.europa.eu/ux2/nace2.1/3316"
Occupation,http://data.europa.eu/esco/occupation/7d7ea936-a1c6-499d-9aa7-054e943b019b,1349,менеджер агенції з перекладів/менеджерка агенції з перекладів,,,released,2024-01-26T11:23:43.448Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Менеджери агенції з перекладів контролюють операції з надання послуг перекладу. Вони спрямовують зусилля групи перекладачів, які розуміють усне спілкування і перекладають його з однієї мови на іншу. Вони забезпечують якість обслуговування та адміністрування агенції з перекладів.
	",1349.15,"http://data.europa.eu/ux2/nace2.1/702,
http://data.europa.eu/ux2/nace2.1/743"
Occupation,http://data.europa.eu/esco/occupation/7d8b3c73-20f8-467e-91e4-00378673a2cd,3257,інспектор із безпечності харчових продуктів/інспекторка із безпечності харчових продуктів,,,released,2024-01-24T15:41:23.87Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Інспектори з безпечності харчових продуктів здійснюють інспектування умов переробки харчових продуктів з точки зору безпечності харчових продуктів. Вони є частиною органів офіційного контролю, які перевіряють і контролюють харчові продукти та процеси для забезпечення відповідності положенням і законам, що регулюють безпеку та здоров’я.
	",3257.3,"http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/8412,
http://data.europa.eu/ux2/nace2.1/10,
http://data.europa.eu/ux2/nace2.1/11"
Occupation,http://data.europa.eu/esco/occupation/7d9242d3-2a55-45e3-9d67-be76f879de0b,7223,токар/токарка,,,released,2024-01-23T14:46:13.743Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Токарі вручну налаштовують і обслуговують металообробний токарний верстат, призначений для відрізання металу потрібного розміру та форми за допомогою системи зубчастих передач або перемикання зубчастих коліс, які рухають головний ходовий гвинт зі змінною швидкістю, таким чином обертаючи металеву заготовку на її осі й полегшуючи процес різання. Вони перевіряють токарне обладнання на знос і обробляють металеві деталі, які були вирізані за допомогою токарного верстата.
	",7223.4.4.1,http://data.europa.eu/ux2/nace2.1/28
Occupation,http://data.europa.eu/esco/occupation/7d99ed04-fda7-4f35-9f02-0db18078159c,8155,оператор з обробки шкіри/операторка з обробки шкіри,,,released,2024-01-26T16:53:40.696Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори з обробки шкіри використовують машини для обробки шкіри відповідно до необхідних вимог до характеристик поверхні, як надає клієнт.  До характеристики поверхні відносяться відтінки кольорів, якість, малюнок і спеціальних властивостей, зокрема водонепроникність, вогнестійкість, запобігання запотіванню шкіри. Вони встановлюють дозу фінішних сумішей для нанесення на шкіру та проводять планове технічне обслуговування обладнання.
	",8155.1.2,http://data.europa.eu/ux2/nace2.1/15
Occupation,http://data.europa.eu/esco/occupation/7d9c060a-f280-441d-baf9-7d4a6b520a2a,1324,"менеджер з імпорту й експорту комп’ютерів, комп’ютерного периферійного обладнання та програмного забезпечення/менеджерка з імпорту й експорту комп’ютерів, комп’ютерного периферійного обладнання та програмного забезпечення",,,released,2024-01-26T11:39:55.036Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Менеджери з імпорту й експорту комп’ютерів, комп’ютерного периферійного обладнання та програмного забезпечення визначають і проводять процедури, необхідні для ведення міжнародного бізнесу, координуючи діяльність внутрішніх і зовнішніх сторін.
	",1324.3.2.8,"http://data.europa.eu/ux2/nace2.1/465,
http://data.europa.eu/ux2/nace2.1/4618"
Occupation,http://data.europa.eu/esco/occupation/7d9e2a65-758c-4cbd-b66d-3a595d3d63b1,2634,фахівець із перевірки на детекторі брехні (поліграфі)/фахівчиня із перевірки на детекторі брехні (поліграфі),,,released,2024-01-16T15:54:55.934Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Фахівці із перевірки на детекторі брехні (поліграфі) готують осіб до тестування на поліграфі, проводять перевірку на поліграфі та розшифровують результати. Вони приділяють багато уваги деталям і використовують низку інструментів для моніторингу реакцій дихання, потовиділення та серцево-судинної системи на запитання, які вони ставлять під час процесу. Фахівці із перевірки на детекторі брехні (поліграфі) пишуть звіти на основі результатів і можуть давати свідчення в суді.
	",2634.1,http://data.europa.eu/ux2/nace2.1/712
Occupation,http://data.europa.eu/esco/occupation/7daa8fed-9a78-4fe2-afc2-153fc423040b,2131,фахівець із поведінки тварин/фахівчиня із поведінки тварин,,,released,2024-01-23T10:55:45.016Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Фахівці із поведінки тварин працюють з тваринами та людьми, щоб вивчати, спостерігати, оцінювати та розуміти поведінку тварин у зв’язку з конкретними факторами, а також запобігати невідповідній чи проблематичній поведінці окремих тварин чи усувати її, розробляючи належні середовища та режими поводження відповідно до національного законодавства.
	",2131.1,http://data.europa.eu/ux2/nace2.1/750
Occupation,http://data.europa.eu/esco/occupation/7db415ec-0437-4a5e-95ea-622ea9f13dd0,3122,начальник цеху з виробництва металу/начальниця цеху з виробництва металу,,,released,2024-01-26T14:33:18.576Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Начальники цехів з виробництва металу спостерігають за повсякденним робочим процесом та діями робітників на заводі з виробництва металоконструкцій. Вони контролюють діяльність персоналу, складають графіки роботи, підтримують безпечне робоче середовище і є першим і найдоступнішим представником керівництва, до якого працівники можуть звертатися у разі потреби.
	",3122.4.10,http://data.europa.eu/ux2/nace2.1/25
Occupation,http://data.europa.eu/esco/occupation/7dbb116c-a4e7-41e8-9f28-c8a738d93e28,8160,технік із фільтрації напоїв,,,released,2024-01-24T09:09:19.259Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Техніки з фільтрації напоїв керують машинами, які освітлюють напої перед фільтруванням. Для цього вони переміщують ферментовані напої з відстійників у резервуари для освітлення та розподіляють хімічні речовини на поверхні напоїв, щоб сприяти їх освітленню. Потім вони перекачують напої, щоб перемістити їх у фільтраційні резервуари.
	",8160.3,"http://data.europa.eu/ux2/nace2.1/1105,
http://data.europa.eu/ux2/nace2.1/1101,
http://data.europa.eu/ux2/nace2.1/1103,
http://data.europa.eu/ux2/nace2.1/1104"
Occupation,http://data.europa.eu/esco/occupation/7dc05fcc-b079-45ed-b5d4-74c75f99976c,2652,композитор/композиторка,,,released,2024-01-25T11:27:22.041Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Композитори створюють нові музичні твори в різних стилях. Створену музику зазвичай записують у вигляді нот. Композитори можуть працювати самостійно або у складі групи чи ансамблю. Багато з них створюють музику для кіно, телебачення, ігор або живих виступів.
	",2652.1,http://data.europa.eu/ux2/nace2.1/9011
Occupation,http://data.europa.eu/esco/occupation/7dea476a-dffe-4919-9ee2-fb222e283f41,2310,викладач психології закладу вищої освіти/викладачка психології закладу вищої освіти,,,released,2024-01-25T10:46:59.011Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Викладачі психології закладу вищої освіти — це професори, вчителі або викладачі, які навчають студентів, котрі отримали диплом про повну середню освіту, у своїй спеціальній галузі досліджень — психології, яка має переважно академічний характер. Вони працюють зі своїми університетськими науковими помічниками та університетськими помічниками викладачів для підготовки лекцій та іспитів, для оцінювання робіт та іспитів, а також для проведення оглядових зустрічей та обміну думками зі студентами. Вони також проводять наукові дослідження у своїй відповідній галузі психології, публікують їхні результати та підтримують зв’язок з іншими університетськими колегами.
	",2310.1.35,http://data.europa.eu/ux2/nace2.1/854
Occupation,http://data.europa.eu/esco/occupation/7dec82e0-3bfc-4c48-812d-c2095bfe05bb,1420,менеджер універсального магазину/менеджерка універсального магазину,,,released,2024-01-23T10:54:09.534Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Менеджери універсального магазину організовують і контролюють діяльність і персонал закладів, які надають послуги роздрібної торгівлі.
	",1420.1,http://data.europa.eu/ux2/nace2.1/471
Occupation,http://data.europa.eu/esco/occupation/7e08d38d-30c9-4a6f-b88e-b28e87c0b259,7523,оператор свердлильного верстата по дереву/операторка свердлильного верстата по дереву,,,released,2024-01-25T14:34:17.848Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори свердлильного верстата по дереву використовують фрезерні верстати або спеціальні розточувальні пристосування для вирізання отворів у дерев’яних заготовках. Свердління деревини відрізняється від фрезерування головним чином тим, що основний рух відбувається всередині заготовки, а не впоперек її поверхні.
	",7523.2,"http://data.europa.eu/ux2/nace2.1/1628,
http://data.europa.eu/ux2/nace2.1/1627,
http://data.europa.eu/ux2/nace2.1/1625,
http://data.europa.eu/ux2/nace2.1/1623"
Occupation,http://data.europa.eu/esco/occupation/7e17f4ea-9565-41e0-b408-b52b5c9492a3,5414,охоронник розважального закладу/охоронниця розважального закладу,,,released,2024-01-16T14:40:06.556Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Охоронники слідкують за тим, щоб люди, які заходять у громадські місця, зокрема бари, ресторани та концертні майданчики, мали відповідний вигляд і не створювали проблем. Вони забезпечують дотримання нормативно-правових положень: перевіряють вік осіб для входу в бар, керують натовпом і надзвичайними ситуаціями, контролюють дрес-код і стримують агресивну та образливу поведінку.
	",5414.1.4,http://data.europa.eu/ux2/nace2.1/8001
Occupation,http://data.europa.eu/esco/occupation/7e33b166-4a6d-40f3-8048-83b3a9d3ef49,7511,оператор із виготовлення м’ясних заготовок/операторка із виготовлення м’ясних заготовок,,,released,2024-01-25T14:31:03.364Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори з виготовлення м’ясних заготовок готують свіже м’ясо з додаванням таких інгредієнтів, як-от спеції, трави або добавки, щоб виготовити готові для продажу м’ясні заготовки.
	",7511.5,http://data.europa.eu/ux2/nace2.1/1013
Occupation,http://data.europa.eu/esco/occupation/7e46c066-2b98-4eaf-bed6-9848c79902e0,3334,інвестор у нерухомість/інвесторка у нерухомість,,,released,2024-01-26T14:53:08.366Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Інвестори в нерухомість купують і продають власну нерухомість, зокрема квартири, житлові приміщення, землю та нежитлові будівлі, щоб отримати прибуток. Вони можуть активно інвестувати в цю власність, щоб збільшити її вартість шляхом ремонту, реконструкції або вдосконалення наявних об’єктів. До інших завдань інвесторів можуть відноситися дослідження цін на ринку нерухомості та проведення досліджень нерухомості.
	",3334.3.2,http://data.europa.eu/ux2/nace2.1/6811
Occupation,http://data.europa.eu/esco/occupation/7eadbe33-d62e-4a82-8e3a-e89df5aefb2c,8219,майстер зі збирання дерев’яних виробів/майстриня зі збирання дерев’яних виробів,,,released,2024-01-16T11:25:27.002Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Майстри зі збирання дерев’яних виробів збирають вироби з готових дерев’яних деталей. Вони керують машинами, часто гідравлічними, які з’єднують різні елементи виробу за допомогою шарнірів, клею чи інших кріплень. Майстри зі збирання ставлять елементи на місце, керують машиною та виявляють проблеми.
	",8219.11,"http://data.europa.eu/ux2/nace2.1/3299,
http://data.europa.eu/ux2/nace2.1/1628,
http://data.europa.eu/ux2/nace2.1/1627"
Occupation,http://data.europa.eu/esco/occupation/7ed2e153-8da8-4c0d-b4c5-3402c623f34b,4412,листоноша,,,released,2024-01-16T14:31:33.911Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Листоноші доставляють кореспонденцію та посилки до місць проживання та підприємств. Вони здійснюють доставку пошти та збирають підписи в одержувачів. Вони виконують інші обов’язки, пов’язані з пов’язані з поштовими службами або суміжними установами.
	",4412.2,http://data.europa.eu/ux2/nace2.1/531
Occupation,http://data.europa.eu/esco/occupation/7ef064b1-aab8-4818-a468-8f17acbfd995,3113,технік з експлуатації гідроенергетичних установок,,,released,2024-01-24T15:19:47.531Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Техніки з експлуатації гідроенергетичних установок встановлюють і обслуговують системи на гідроелектростанціях. Вони проводять перевірки, аналізують проблеми та проводять ремонт. Вони стежать за тим, щоб турбіни працювали відповідно до правил, і допомагають гідроенергетикам у будівництві турбін.
	",3113.2,http://data.europa.eu/ux2/nace2.1/3512
Occupation,http://data.europa.eu/esco/occupation/7f0b46be-8b7a-4675-987d-89a8a7193730,1420,менеджер магазину музики та відео/менеджерка магазину музики та відео,,,released,2024-01-26T11:45:45.57Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Менеджери магазину музики та відео відповідають за роботу спеціалізованих магазинів і їхній персонал.
	",1420.4.32,http://data.europa.eu/ux2/nace2.1/4769
Occupation,http://data.europa.eu/esco/occupation/7f0d69cf-8b02-4a84-865a-37585dea9b43,3435,режисер телерадіомовлення/режисерка телерадіомовлення,,,released,2023-11-03T09:44:05.493Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Режисери телерадіомовлення складають програму передач. Вони вирішують, скільки ефірного часу отримає програма і коли вона виходить в ефір, ґрунтуючись на кількох факторах, зокрема рейтингах, демографічних даних глядацької аудиторії тощо.
	",3435.6,http://data.europa.eu/ux2/nace2.1/602
Occupation,http://data.europa.eu/esco/occupation/7f0fe7d3-54c6-41e9-88ba-9d4f0f1a46b4,2152,інженер мікросистем/інженерка мікросистем,,,released,2024-01-26T15:39:39.48Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Інженери мікросистем досліджують, проєктують, розробляють і контролюють виробництво мікроелектромеханічних систем (MEMS), які можна інтегрувати в механічні, оптичні, акустичні та електронні вироби.
	",2152.1.10,"http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/2611"
Occupation,http://data.europa.eu/esco/occupation/7f2761eb-4edc-48ad-9fbf-eed0a0db9a21,2111,фізик/фізикиня,,,released,2024-01-23T10:55:04.782Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/8ae4b9f3-507e-4057-a145-2f96f0132613,
http://data.europa.eu/esco/concept-scheme/occupations","Фізики — це вчені, які вивчають фізичні явища. Вони зосереджують свої дослідження залежно від спеціалізації, яка може бути різною: від фізики атомних частинок до вивчення явищ у Всесвіті. Вони застосовують висновки своїх досліджень для покращення становища суспільства, сприяючи розвитку джерел енергії, лікуванню хвороб, розробці ігор, передового обладнання та предметів повсякденного використання.
	",2111.3,http://data.europa.eu/ux2/nace2.1/721
Occupation,http://data.europa.eu/esco/occupation/7f346896-a4fb-47a1-9572-13398bc297a6,9629,білетер/білетерка,,,released,2023-12-21T10:05:39.225Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Білетери допомагають відвідувачам, допомагаючи їм знайти дорогу у великих будівлях, як-от театр, стадіон або концертний зал. Вони перевіряють квитки відвідувачів на авторизований доступ, дають вказівки про місця та відповідають на запитання. Білетери можуть слідкувати за безпекою та сповіщати персонал служби безпеки, коли це необхідно.
	",9629.7,http://data.europa.eu/ux2/nace2.1/9031
Occupation,http://data.europa.eu/esco/occupation/7f35043b-ebb5-40bf-9974-46a29915f6bf,7323,брошурувальник/брошурувальниця,,,released,2024-01-25T14:19:47.397Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Брошурувальники обслуговують машину, яка зшиває папір, щоб утворити том. Вони перевіряють, чи в правильному порядку вставлено зошити та чи машина працює нормально.
	",7323.2,http://data.europa.eu/ux2/nace2.1/1814
Occupation,http://data.europa.eu/esco/occupation/7f46db3a-754b-4bda-b287-5932fa062ee9,2152,інженер силової електроніки/інженерка силової електроніки,,,released,2025-04-11T13:57:43.176Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Інженери силової електроніки проєктують і тестують схеми для використання в системах силової електроніки. Вони знаходять рішення для вад у механічних конструкціях, про які їм відомо, і співпрацюють з іншими інженерами, щоб виконувати міжфункціональні завдання під час тестування конструкцій.
	",2152.1.12,"http://data.europa.eu/ux2/nace2.1/721,
http://data.europa.eu/ux2/nace2.1/7112,
http://data.europa.eu/ux2/nace2.1/712,
http://data.europa.eu/ux2/nace2.1/261"
Occupation,http://data.europa.eu/esco/occupation/7f7d2bfe-f038-436f-95ff-29bc90726430,5419,маршалер повітряних суден,,,released,2024-01-23T09:45:34.094Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Маршалери повітряних суден сигналізують пілотам, щоб допомогти їм виконати дії, як-от поворот, уповільнення, зупинка та вимкнення двигунів. Вони скеровують літаки до місць стоянки або до злітно-посадкової смуги. Вони також вказують напрямок пілотам, керуючи автомобілем, за яким треба їхати.
	",5419.1,http://data.europa.eu/ux2/nace2.1/5223
Occupation,http://data.europa.eu/esco/occupation/7f800e7d-9d86-406a-9116-b5eca7526869,3132,технік із водопостачання,,,released,2024-01-26T09:50:02.495Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Техніки з водопостачання обслуговують і ремонтують обладнання для водопідготовки та водопостачання на водопровідній станції. Вони забезпечують постачання чистої води, вимірюючи якість води, забезпечуючи її належну фільтрацію та обробку, а також підтримуючи системи розподілу.
	",3132.6,http://data.europa.eu/ux2/nace2.1/360
Occupation,http://data.europa.eu/esco/occupation/7fbe45c6-1914-43ba-9cfb-e0a4e051da92,7322,оператор гравірувального преса/операторка гравірувального преса,,,released,2024-01-25T14:17:28.789Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оператори гравірувального пресу працюють на гравірувальних пресах, де зображення гравірується безпосередньо на рулоні. Вони налаштовують прес і стежать за ним під час роботи, дбаючи про безпеку та вирішення проблем.
	",7322.3,http://data.europa.eu/ux2/nace2.1/1812
Occupation,http://data.europa.eu/esco/occupation/7fddf2b5-1ba7-4327-86f9-e5da8ddb28a6,3324,оптовий продавець офісної техніки та обладнання/оптова продавчиня офісної техніки та обладнання,,,released,2025-06-25T07:45:00.959Z,http://data.europa.eu/esco/regulated-professions/unregulated,,,"http://data.europa.eu/esco/concept-scheme/member-occupations,
http://data.europa.eu/esco/concept-scheme/occupations","Оптові продавці офісної техніки та обладнання визначають потенційних оптових покупців і постачальників і слідкують за задоволенням їхніх потреб. Вони укладають угоди щодо великої кількості товарів.
	",3324.4.26,http://data.europa.eu/ux2/nace2.1/465
